2017-01-01;14136451.55
2017-01-02;13550239.14
2017-01-03;12465082.87
2017-01-04;13524547.77
2017-01-05;10577135.68
2017-01-06;13619785.28
2017-01-07;12651606.42
2017-01-08;12501020.88
2017-01-09;14512838.78
2017-01-10;12773382.16
2017-01-11;12148054.80
2017-01-12;11948998.90
2017-01-13;12581190.76
2017-01-14;13647008.58
2017-01-15;12486312.66
2017-01-16;13524511.00
2017-01-17;13079841.38
2017-01-18;13497124.76
2017-01-19;14870135.76
2017-01-20;13248910.38
2017-01-21;14989952.54
2017-01-22;14506947.08
2017-01-23;14362394.12
2017-01-24;15425243.10
2017-01-25;13906986.92
2017-01-26;12335494.36
2017-01-27;13211370.01
2017-01-28;13639701.60
2017-01-29;12961705.45
2017-01-30;12814044.29
2017-01-31;13027353.21
2017-02-01;11510138.75
2017-02-02;12144940.35
2017-02-03;13343159.92
2017-02-04;12626418.73
2017-02-05;13888459.39
2017-02-06;13055208.14
2017-02-07;14573571.12
2017-02-08;12825218.09
2017-02-09;12165465.76
2017-02-10;13837543.76
2017-02-11;14337872.11
2017-02-12;13152159.65
2017-02-13;14937664.02
2017-02-14;12217261.47
2017-02-15;15172095.73
2017-02-16;13219228.98
2017-02-17;12948837.56
2017-02-18;13030894.35
2017-02-19;13344675.23
2017-02-20;12359963.74
2017-02-21;13743411.39
2017-02-22;12919417.97
2017-02-23;14344879.69
2017-02-24;11182536.60
2017-02-25;13012009.66
2017-02-26;13771413.41
2017-02-27;12401222.13
2017-02-28;51393308.35
2017-03-01;13106079.88
2017-03-02;13306965.24
2017-03-03;14835643.88
2017-03-04;13539539.00
2017-03-05;13254370.23
2017-03-06;12690359.43
2017-03-07;11537071.62
2017-03-08;13506542.45
2017-03-09;13975285.06
2017-03-10;14677721.07
2017-03-11;12772974.14
2017-03-12;13126142.08
2017-03-13;13228774.04
2017-03-14;11977691.47
2017-03-15;13032336.88
2017-03-16;12774120.16
2017-03-17;15201536.75
2017-03-18;13575996.79
2017-03-19;12714553.92
2017-03-20;13401425.07
2017-03-21;11646882.45
2017-03-22;13300686.59
2017-03-23;14044177.99
2017-03-24;12653472.26
2017-03-25;12402904.92
2017-03-26;12991665.06
2017-03-27;12016598.25
2017-03-28;13818708.80
2017-03-29;13081482.41
2017-03-30;12230069.81
2017-03-31;14857674.57
2017-04-01;12725810.45
2017-04-02;13267798.66
2017-04-03;12204043.56
2017-04-04;12220918.44
2017-04-05;11616356.16
2017-04-06;12856568.13
2017-04-07;13461579.89
2017-04-08;13456010.23
2017-04-09;13514274.96
2017-04-10;13850592.95
2017-04-11;12203791.92
2017-04-12;13760686.58
2017-04-13;13734247.30
2017-04-14;13934695.73
2017-04-15;13373389.58
2017-04-16;12858369.72
2017-04-17;12027112.49
2017-04-18;12266003.19
2017-04-19;14067676.67
2017-04-20;14505553.03
2017-04-21;10494728.61
2017-04-22;12125646.58
2017-04-23;13826972.28
2017-04-24;12958552.88
2017-04-25;12168360.68
2017-04-26;12460754.27
2017-04-27;16339373.10
2017-04-28;14283509.98
2017-04-29;12398996.51
2017-04-30;26418408.23
2017-05-01;12674094.19
2017-05-02;12299033.48
2017-05-03;12100178.27
2017-05-04;13622985.69
2017-05-05;13626231.92
2017-05-06;12454156.72
2017-05-07;15468512.81
2017-05-08;11876135.27
2017-05-09;13845891.41
2017-05-10;12904577.63
2017-05-11;13488334.37
2017-05-12;13289813.37
2017-05-13;12806140.25
2017-05-14;13901752.95
2017-05-15;14613069.51
2017-05-16;11752506.55
2017-05-17;12924245.95
2017-05-18;13059238.14
2017-05-19;12972937.25
2017-05-20;12822778.40
2017-05-21;13601265.93
2017-05-22;13073061.65
2017-05-23;13007404.89
2017-05-24;14915056.08
2017-05-25;13216619.44
2017-05-26;14015415.19
2017-05-27;12669835.41
2017-05-28;12982817.47
2017-05-29;13623413.39
2017-05-30;12128188.74
2017-05-31;13134086.82
2017-06-01;13979864.02
2017-06-02;13911482.36
2017-06-03;14225916.31
2017-06-04;14421569.77
2017-06-05;12027946.82
2017-06-06;14542290.96
2017-06-07;13921756.37
2017-06-08;12728173.54
2017-06-09;14088223.53
2017-06-10;13381091.59
2017-06-11;11647670.90
2017-06-12;12573846.32
2017-06-13;12681909.22
2017-06-14;13299078.62
2017-06-15;13012713.66
2017-06-16;11299113.61
2017-06-17;13586110.32
2017-06-18;13319195.40
2017-06-19;15043941.59
2017-06-20;12420949.50
2017-06-21;13217804.60
2017-06-22;12020216.14
2017-06-23;14374827.79
2017-06-24;12937377.24
2017-06-25;12380559.46
2017-06-26;13151088.07
2017-06-27;12432534.42
2017-06-28;11181697.81
2017-06-29;13229410.23
2017-06-30;24156692.08
2017-07-01;13743217.87
2017-07-02;14051941.73
2017-07-03;14234434.67
2017-07-04;13719779.09
2017-07-05;11577644.62
2017-07-06;13647824.28
2017-07-07;13262405.27
2017-07-08;14821335.21
2017-07-09;13248885.28
2017-07-10;12027940.24
2017-07-11;14121157.20
2017-07-12;13268798.16
2017-07-13;13771596.28
2017-07-14;12517392.54
2017-07-15;13110494.65
2017-07-16;14127887.27
2017-07-17;12724623.36
2017-07-18;11905606.03
2017-07-19;13706929.14
2017-07-20;13370566.37
2017-07-21;12580752.52
2017-07-22;13615821.01
2017-07-23;13832957.30
2017-07-24;12465704.07
2017-07-25;13862993.96
2017-07-26;13308654.41
2017-07-27;11891123.69
2017-07-28;13099553.81
2017-07-29;13078003.26
2017-07-30;11449617.29
2017-07-31;12886401.01
2017-08-01;12472514.59
2017-08-02;13231809.88
2017-08-03;11965965.31
2017-08-04;13868696.28
2017-08-05;14129577.58
2017-08-06;13478640.44
2017-08-07;14118482.77
2017-08-08;13600400.82
2017-08-09;13593467.00
2017-08-10;12398784.67
2017-08-11;12567442.05
2017-08-12;11731075.93
2017-08-13;11512713.56
2017-08-14;13582944.55
2017-08-15;13993753.79
2017-08-16;15513911.20
2017-08-17;13883530.27
2017-08-18;12481598.46
2017-08-19;13153707.42
2017-08-20;14677736.31
2017-08-21;12736716.42
2017-08-22;13249787.79
2017-08-23;13741378.43
2017-08-24;12659363.76
2017-08-25;13796769.50
2017-08-26;14193095.33
2017-08-27;13643566.24
2017-08-28;12972576.82
2017-08-29;14644258.92
2017-08-30;11993293.30
2017-08-31;12789812.41
2017-09-01;13558836.13
2017-09-02;14145687.94
2017-09-03;13050204.88
2017-09-04;11220681.19
2017-09-05;14557340.49
2017-09-06;12623236.42
2017-09-07;13285793.20
2017-09-08;14167544.58
2017-09-09;13258851.00
2017-09-10;14211921.40
2017-09-11;13443582.11
2017-09-12;12952497.78
2017-09-13;12166101.75
2017-09-14;12905325.95
2017-09-15;14801963.63
2017-09-16;13225016.61
2017-09-17;13994409.53
2017-09-18;14180814.38
2017-09-19;14604000.33
2017-09-20;13749867.93
2017-09-21;14133335.92
2017-09-22;14378634.68
2017-09-23;13871306.41
2017-09-24;12776557.20
2017-09-25;12855377.29
2017-09-26;13287753.63
2017-09-27;13784372.73
2017-09-28;15577707.90
2017-09-29;14097516.85
2017-09-30;27681673.76
2017-10-01;12963340.12
2017-10-02;13688222.00
2017-10-03;11852658.39
2017-10-04;12421213.00
2017-10-05;13983654.78
2017-10-06;13048236.19
2017-10-07;12781486.93
2017-10-08;13179851.81
2017-10-09;12881211.21
2017-10-10;12139726.08
2017-10-11;13321024.47
2017-10-12;14548070.38
2017-10-13;14655528.92
2017-10-14;13359308.75
2017-10-15;12174496.21
2017-10-16;13872080.63
2017-10-17;15458664.72
2017-10-18;14358861.16
2017-10-19;12461091.72
2017-10-20;11758523.10
2017-10-21;12903269.70
2017-10-22;13042101.04
2017-10-23;12973547.16
2017-10-24;12317088.80
2017-10-25;14083688.85
2017-10-26;13060008.29
2017-10-27;13954875.77
2017-10-28;14951618.92
2017-10-29;13290903.79
2017-10-30;15874273.57
2017-10-31;13830869.89
2017-11-01;15131214.87
2017-11-02;16364589.11
2017-11-03;13822268.77
2017-11-04;14033587.35
2017-11-05;14175811.30
2017-11-06;12461546.08
2017-11-07;12346830.61
2017-11-08;13698293.76
2017-11-09;12533479.39
2017-11-10;14234746.47
2017-11-11;11889354.24
2017-11-12;14509268.96
2017-11-13;14843033.92
2017-11-14;13190343.02
2017-11-15;10318868.55
2017-11-16;14303722.68
2017-11-17;13933818.19
2017-11-18;14089149.20
2017-11-19;12974396.52
2017-11-20;12636107.39
2017-11-21;13823938.56
2017-11-22;14783978.33
2017-11-23;13249613.20
2017-11-24;14184657.73
2017-11-25;12857503.70
2017-11-26;12454003.88
2017-11-27;13964855.07
2017-11-28;15034034.12
2017-11-29;12360289.38
2017-11-30;24702849.30
2017-12-01;14283363.84
2017-12-02;13072331.77
2017-12-03;13293819.46
2017-12-04;13313521.26
2017-12-05;13087781.26
2017-12-06;12857123.70
2017-12-07;13962372.18
2017-12-08;12792125.29
2017-12-09;13817086.86
2017-12-10;14612515.24
2017-12-11;13504688.59
2017-12-12;14573203.00
2017-12-13;14738324.04
2017-12-14;13459807.98
2017-12-15;14177820.16
2017-12-16;12568313.12
2017-12-17;14330438.38
2017-12-18;11619100.32
2017-12-19;13576662.12
2017-12-20;11993614.32
2017-12-21;12550836.41
2017-12-22;15184157.30
2017-12-23;13263223.94
2017-12-24;13100759.93
2017-12-25;13373897.33
2017-12-26;13316998.68
2017-12-27;11984111.95
2017-12-28;14039214.40
2017-12-29;12045603.49
2017-12-30;13467498.79
2017-12-31;11958852.75
